"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
768,"Grade School 45 School Board Member (Vote For 4)","DEBORAH CAIN","",3578,21.37,29510,7840,28,28,"8","8375"
769,"Grade School 48 Unexpired 2 Year School Board Member (Vote For 0)","NO CANDIDATE/CANDIDATO","",0,0.00,7977,2196,8,8,"0","0"
770,"Grade School 48 School Board Member (Vote For 4)","JAMES C. BLAIR","",1089,25.24,7977,2196,8,8,"0","3346"
771,"Grade School 48 School Board Member (Vote For 4)","RAYMOND C.J. KIELMINSKI","",1045,24.22,7977,2196,8,8,"0","3346"
772,"Grade School 48 School Board Member (Vote For 4)","JAMES VAN DE VELDE","",1069,24.78,7977,2196,8,8,"0","3346"
773,"Grade School 48 School Board Member (Vote For 4)","STACY K. RATTANA","",1111,25.75,7977,2196,8,8,"0","3346"
774,"Grade School 53 School Board Member (Vote For 4)","SAMIYAH SIDDIQUI FORLER","",601,12.19,9829,3227,10,10,"3","1446"
775,"Grade School 53 School Board Member (Vote For 4)","MAHSA M. MESHKAT","",535,10.85,9829,3227,10,10,"3","1446"
776,"Grade School 53 School Board Member (Vote For 4)","RESHAM R. MENDI","",816,16.55,9829,3227,10,10,"3","1446"
777,"Grade School 53 School Board Member (Vote For 4)","CRAIG E. DONNELLY","",892,18.09,9829,3227,10,10,"3","1446"
778,"Grade School 53 School Board Member (Vote For 4)","KAVITHA NEERUKONDA","",766,15.54,9829,3227,10,10,"3","1446"
779,"Grade School 53 School Board Member (Vote For 4)","KAARINA LEBRUN","",784,15.90,9829,3227,10,10,"3","1446"
780,"Grade School 53 School Board Member (Vote For 4)","SAHAR AHMAD","",536,10.87,9829,3227,10,10,"3","1446"
781,"Grade School 58 School Board Member (Vote For 4)","DARREN HUGHES","",6821,25.53,53732,15083,50,50,"0","19256"
782,"Grade School 58 School Board Member (Vote For 4)","KATIE (KATHERINE) THOMAS","",6782,25.39,53732,15083,50,50,"0","19256"
783,"Grade School 58 School Board Member (Vote For 4)","MELISSA BOCKER ELLIS","",6640,24.85,53732,15083,50,50,"0","19256"
784,"Grade School 58 School Board Member (Vote For 4)","NICOLE BERNARD","",6473,24.23,53732,15083,50,50,"0","19256"
785,"Grade School 60 School Board Member (Vote For 4)","POONAM PATEL","",1260,24.26,13428,2439,12,12,"0","3330"
786,"Grade School 60 School Board Member (Vote For 4)","JENNY LEE","",1335,25.70,13428,2439,12,12,"0","3330"
787,"Grade School 60 School Board Member (Vote For 4)","PRIYA V. LINSON","",1265,24.36,13428,2439,12,12,"0","3330"
788,"Grade School 60 School Board Member (Vote For 4)","LESLEY WRIGHT","",1334,25.68,13428,2439,12,12,"0","3330"
789,"Grade School 61 Unexpired 2 Year School Board Member (Vote For 3)","ALLYSON RENELL","",1341,50.19,15170,2969,15,15,"0","3246"
790,"Grade School 61 Unexpired 2 Year School Board Member (Vote For 3)","GABRIELA ARREOLA CEFERIN","",1232,46.11,15170,2969,15,15,"0","3246"
791,"Grade School 61 Unexpired 2 Year School Board Member (Vote For 3)","Anthony Ramos (Write-In)","",99,3.71,15170,2969,15,15,"0","3246"
792,"Grade School 61 School Board Member (Vote For 3)","NO CANDIDATE/CANDIDATO","",0,0.00,15170,2969,15,15,"0","5604"
793,"Grade School 61 School Board Member (Vote For 3)","Dana Pavlu (Write-In)","",70,27.89,15170,2969,15,15,"0","5604"
794,"Grade School 61 School Board Member (Vote For 3)","Karen Buckels (Write-In)","",105,41.83,15170,2969,15,15,"0","5604"
795,"Grade School 61 School Board Member (Vote For 3)","Katherine ""Katie"" Fujiura","",76,30.28,15170,2969,15,15,"0","5604"
796,"Grade School 62 School Board Member (Vote For 3)","NAGLA FETOUH","",744,30.76,9976,1868,9,9,"0","1622"
797,"Grade School 62 School Board Member (Vote For 3)","ROBERT JANKOWSKI","",865,35.76,9976,1868,9,9,"0","1622"
798,"Grade School 62 School Board Member (Vote For 3)","ERICKA POLANCO WEBB","",810,33.48,9976,1868,9,9,"0","1622"
799,"Grade School 63 School Board Member (Vote For 3)","URSZULA TANOUYE","",838,33.27,10350,2177,10,10,"0","1765"
800,"Grade School 63 School Board Member (Vote For 3)","CHRISTOPHER GREEN","",857,34.02,10350,2177,10,10,"0","1765"
801,"Grade School 63 School Board Member (Vote For 3)","STEVEN D. WYENT","",824,32.71,10350,2177,10,10,"0","1765"
802,"Grade School 66 School Board Member (Vote For 4)","STEVEN DLUGO","",1095,19.46,14999,2854,13,13,"2","2290"
803,"Grade School 66 School Board Member (Vote For 4)","ADAM SAGE","",1204,21.40,14999,2854,13,13,"2","2290"
804,"Grade School 66 School Board Member (Vote For 4)","DARREN J. SPIEGEL","",1183,21.03,14999,2854,13,13,"2","2290"
805,"Grade School 66 School Board Member (Vote For 4)","BRIAN LIEDTKE","",1126,20.01,14999,2854,13,13,"2","2290"
806,"Grade School 66 School Board Member (Vote For 4)","ASHLEY HARRIS","",1018,18.09,14999,2854,13,13,"2","2290"
807,"Grade School 68 School Board Member (Vote For 3)","LORIE BARBER","",2541,35.38,24660,4368,23,23,"0","3306"
808,"Grade School 68 School Board Member (Vote For 3)","JOSHUA J. CHRIST","",2323,32.34,24660,4368,23,23,"0","3306"
809,"Grade School 68 School Board Member (Vote For 3)","ROBERT LATHROP","",2318,32.28,24660,4368,23,23,"0","3306"
810,"Grade School 89 School Board Member (Vote For 4)","LAURA WILMARTH TYNA","",2116,21.30,20809,4814,20,20,"15","5088"
811,"Grade School 89 School Board Member (Vote For 4)","LYNDSAY COWLES","",2102,21.16,20809,4814,20,20,"15","5088"
812,"Grade School 89 School Board Member (Vote For 4)","STEVEN NEURAUTER","",1913,19.26,20809,4814,20,20,"15","5088"
813,"Grade School 89 School Board Member (Vote For 4)","ARIEL STEFFENS","",2132,21.47,20809,4814,20,20,"15","5088"
814,"Grade School 89 School Board Member (Vote For 4)","ALEX MAYSTER","",1669,16.80,20809,4814,20,20,"15","5088"
815,"Grade School 93 School Board Member (Vote For 4)","MARIDETH GROVES","",2049,23.37,29999,4502,31,31,"1","4956"
816,"Grade School 93 School Board Member (Vote For 4)","ALLISON C. WILLIAMS","",2170,24.75,29999,4502,31,31,"1","4956"
817,"Grade School 93 School Board Member (Vote For 4)","LUV DESAI","",1611,18.37,29999,4502,31,31,"1","4956"
818,"Grade School 93 School Board Member (Vote For 4)","MICHAEL A. LOVATT","",1509,17.21,29999,4502,31,31,"1","4956"
819,"Grade School 93 School Board Member (Vote For 4)","MASOOMA RAZVI","",1429,16.30,29999,4502,31,31,"1","4956"
820,"Grade School 113A School Board Member (Vote For 3)","PETE MILLER","",179,18.49,4396,709,4,4,"3","403"
821,"Grade School 113A School Board Member (Vote For 3)","BETHANY MARTINO","",237,24.48,4396,709,4,4,"3","403"
822,"Grade School 113A School Board Member (Vote For 3)","KEVIN COLLINS","",212,21.90,4396,709,4,4,"3","403"
823,"Grade School 113A School Board Member (Vote For 3)","PATRICK KERRIGAN","",192,19.83,4396,709,4,4,"3","403"
824,"Grade School 113A School Board Member (Vote For 3)","ADAM MCRAE","",148,15.29,4396,709,4,4,"3","403"
825,"Grade School 180 Unexpired 2 Year School Board Member (Vote For 1)","JOANN KRYPEL","",374,100.00,6102,867,6,6,"0","156"
826,"Grade School 180 School Board Member (Vote For 3)","AMANDA L. FRANKEL","",284,32.31,6102,867,6,6,"0","711"
827,"Grade School 180 School Board Member (Vote For 3)","COLLEEN MCCORMACK","",319,36.29,6102,867,6,6,"0","711"
828,"Grade School 180 School Board Member (Vote For 3)","NADER NAJJAR","",276,31.40,6102,867,6,6,"0","711"
829,"Grade School 181 School Board Member (Vote For 3)","WILLIAM J. ""BILL"" COTTER","",2239,33.65,20672,5108,21,21,"0","4996"
830,"Grade School 181 School Board Member (Vote For 3)","ADAM CREIGHTON EAST","",2080,31.26,20672,5108,21,21,"0","4996"
831,"Grade School 181 School Board Member (Vote For 3)","GRACE SHIN","",2334,35.08,20672,5108,21,21,"0","4996"
832,"High School 86 Unexpired 2 Year School Board Member (Vote For 1)","JEFF WATERS","",7305,100.00,60032,13591,59,59,"0","4174"
833,"High School 86 School Board Member (Vote For 4)","WARREN ALI","",3768,11.23,60032,13591,59,59,"8","12320"
834,"High School 86 School Board Member (Vote For 4)","ANDREW CATTON","",4475,13.33,60032,13591,59,59,"8","12320"
835,"High School 86 School Board Member (Vote For 4)","MARY SATCHWELL","",6951,20.71,60032,13591,59,59,"8","12320"
836,"High School 86 School Board Member (Vote For 4)","ELISABETH ""LIZ"" MITHA","",6774,20.18,60032,13591,59,59,"8","12320"
837,"High School 86 School Board Member (Vote For 4)","BOBBY FISCHER","",6299,18.77,60032,13591,59,59,"8","12320"
838,"High School 86 School Board Member (Vote For 4)","BARON LEACOCK","",5297,15.78,60032,13591,59,59,"8","12320"
839,"High School 87 School Board Member (Vote For 4)","PETER NOLAN","",12301,24.78,121484,25176,117,117,"107","40534"
840,"High School 87 School Board Member (Vote For 4)","KERMIT EBY III","",11642,23.46,121484,25176,117,117,"107","40534"
841,"High School 87 School Board Member (Vote For 4)","MARGARET A. DELAROSA","",13743,27.69,121484,25176,117,117,"107","40534"
842,"High School 87 School Board Member (Vote For 4)","JASON (JAY) BASTIAN","",11867,23.91,121484,25176,117,117,"107","40534"
843,"High School 87 School Board Member (Vote For 4)","Amar Patel (Write-In)","",78,0.16,121484,25176,117,117,"107","40534"
844,"High School 88 School Board Member (Vote For 3)","CHRISTINE POIRIER","",7208,34.45,57486,13146,57,57,"0","14610"
845,"High School 88 School Board Member (Vote For 3)","DIANA JEAN STOUT","",6782,32.41,57486,13146,57,57,"0","14610"
846,"High School 88 School Board Member (Vote For 3)","JEAN TAYLOR","",6935,33.14,57486,13146,57,57,"0","14610"
847,"High School 94 School Board Member (Vote For 4)","CATALINA CHAVEZ","",3060,20.48,31860,8135,29,29,"18","10717"
848,"High School 94 School Board Member (Vote For 4)","RICH A. NAGEL","",2890,19.34,31860,8135,29,29,"18","10717"
849,"High School 94 School Board Member (Vote For 4)","KATHERINE M. DOREMUS","",3143,21.03,31860,8135,29,29,"18","10717"
850,"High School 94 School Board Member (Vote For 4)","TAMMIE MURPHY","",3102,20.76,31860,8135,29,29,"18","10717"
851,"High School 94 School Board Member (Vote For 4)","GARY R. SAAKE","",2748,18.39,31860,8135,29,29,"18","10717"
852,"High School 99 School Board Member (Vote For 4)","GREGORY HARRIS","",6035,11.25,91823,22109,85,85,"30","19808"
853,"High School 99 School Board Member (Vote For 4)","DAWN NELSON","",6526,12.16,91823,22109,85,85,"30","19808"
854,"High School 99 School Board Member (Vote For 4)","CHRISTOPHER ESPINOZA","",9990,18.62,91823,22109,85,85,"30","19808"
855,"High School 99 School Board Member (Vote For 4)","MICHAEL RISKE","",9114,16.99,91823,22109,85,85,"30","19808"
856,"High School 99 School Board Member (Vote For 4)","KATIE COURTNEY","",11380,21.21,91823,22109,85,85,"30","19808"
857,"High School 99 School Board Member (Vote For 4)","APRIL A. FINAN","",10607,19.77,91823,22109,85,85,"30","19808"
858,"High School 100 School Board Member (Vote For 3)","RACHEL ELIZABETH MATUG","",1728,34.91,19398,3739,20,20,"0","4863"
859,"High School 100 School Board Member (Vote For 3)","MICHAEL R. MILLER","",1638,33.09,19398,3739,20,20,"0","4863"
860,"High School 100 School Board Member (Vote For 3)","CHRISTOPHER MCCULLOUGH","",1584,32.00,19398,3739,20,20,"0","4863"
861,"High School 108 School Board Member (Vote For 4)","MELISSA JOHNSON","",2822,16.34,42490,7159,43,43,"12","7810"
862,"High School 108 School Board Member (Vote For 4)","ERIC ALBRECHT","",1762,10.20,42490,7159,43,43,"12","7810"
863,"High School 108 School Board Member (Vote For 4)","DONNA L. LIMPER","",2109,12.21,42490,7159,43,43,"12","7810"
864,"High School 108 School Board Member (Vote For 4)","OLEG SHEKLAREVSKI","",825,4.78,42490,7159,43,43,"12","7810"
865,"High School 108 School Board Member (Vote For 4)","ANDREA WITTIG","",2289,13.25,42490,7159,43,43,"12","7810"
866,"High School 108 School Board Member (Vote For 4)","ZACHARY COOK","",1867,10.81,42490,7159,43,43,"12","7810"
867,"High School 108 School Board Member (Vote For 4)","BEATA E. SWACHA","",2006,11.62,42490,7159,43,43,"12","7810"
868,"High School 108 School Board Member (Vote For 4)","CHRIS CASACCIO","",1882,10.90,42490,7159,43,43,"12","7810"
869,"High School 108 School Board Member (Vote For 4)","THOMAS HOLLATZ","",1708,9.89,42490,7159,43,43,"12","7810"
870,"High School 210 School Board Member (Vote For 3)","KURT KORTE","",232,24.07,6412,871,6,6,"1","470"
871,"High School 210 School Board Member (Vote For 3)","LYNN ANTONOPOULOS","",284,29.46,6412,871,6,6,"1","470"
872,"High School 210 School Board Member (Vote For 3)","MICHAEL J KARDAS SR","",256,26.56,6412,871,6,6,"1","470"
873,"High School 210 School Board Member (Vote For 3)","ERNEST SWIERK","",192,19.92,6412,871,6,6,"1","470"
874,"Cod 502 Unexpired 2 Year College Trustee (Vote For 1)","SAHIN ""SONNY"" JUTLA","",90239,100.00,600993,141037,576,576,"0","49928"
875,"Cod 502 College Trustee (Vote For 2)","THOMAS TUMMINARO","",68361,45.55,600993,141037,576,576,"0","130261"
876,"Cod 502 College Trustee (Vote For 2)","MARIA SINKULE","",81712,54.45,600993,141037,576,576,"0","130261"
877,"Ccd 509 College Trustee (Vote For 2)","SHANE NOWAK","",1908,32.99,33371,5202,31,31,"48","3248"
878,"Ccd 509 College Trustee (Vote For 2)","MELISSA BARBOSA-GUZMAN","",2192,37.90,33371,5202,31,31,"48","3248"
879,"Ccd 509 College Trustee (Vote For 2)","JAMES GEORGE ALLEN, JR.","",1684,29.11,33371,5202,31,31,"48","3248"
880,"Fox Metro Water District 4 Board of Trustees (Vote For 1)","RANDALL H. BROWN","",910,100.00,6815,1423,6,6,"0","497"
881,"Village of Bensenville Prop Form of Government (Vote For 1)","YES","",1235,66.61,11046,2338,12,12,"4","48"
882,"Village of Bensenville Prop Form of Government (Vote For 1)","NO","",619,33.39,11046,2338,12,12,"4","48"
883,"Village of Bensenville Prop Grocery Tax (Vote For 1)","YES","",166,8.84,11046,2338,12,12,"4","25"
884,"Village of Bensenville Prop Grocery Tax (Vote For 1)","NO","",1711,91.16,11046,2338,12,12,"4","25"
885,"Village of Bensenville Prop Pet License (Vote For 1)","YES","",419,22.38,11046,2338,12,12,"5","29"
886,"Village of Bensenville Prop Pet License (Vote For 1)","NO","",1453,77.62,11046,2338,12,12,"5","29"
887,"Village of Winfield Prop Cultural Activities (Vote For 1)","YES","",1400,61.51,12341,3512,12,12,"0","102"
888,"Village of Winfield Prop Cultural Activities (Vote For 1)","NO","",876,38.49,12341,3512,12,12,"0","102"
889,"Village of Winfield Prop Bicycle and Pedestrian Network (Vote For 1)","YES","",1683,72.83,12341,3512,12,12,"2","65"
890,"Village of Winfield Prop Bicycle and Pedestrian Network (Vote For 1)","NO","",628,27.17,12341,3512,12,12,"2","65"
891,"Village of Winfield Prop Backyard Chickens (Vote For 1)","YES","",1131,48.83,12341,3512,12,12,"3","59"
892,"Village of Winfield Prop Backyard Chickens (Vote For 1)","NO","",1185,51.17,12341,3512,12,12,"3","59"
893,"Bloomingdale Township Prop Tax on Services (Vote For 1)","YES","",785,6.85,71421,11821,72,72,"6","356"
894,"Bloomingdale Township Prop Tax on Services (Vote For 1)","NO","",10674,93.15,71421,11821,72,72,"6","356"
895,"Addison Township Prop Unfunded Mandates (Vote For 1)","YES","",900,9.45,51917,10022,53,53,"14","487"
896,"Addison Township Prop Unfunded Mandates (Vote For 1)","NO","",8621,90.55,51917,10022,53,53,"14","487"
897,"Addison Township Prop Fair Maps (Vote For 1)","YES","",6527,69.28,51917,10022,53,53,"13","588"
898,"Addison Township Prop Fair Maps (Vote For 1)","NO","",2894,30.72,51917,10022,53,53,"13","588"
899,"Winfield Township Prop Pension Reform (Vote For 1)","YES","",5486,75.25,28865,7909,27,27,"9","610"
900,"Winfield Township Prop Pension Reform (Vote For 1)","NO","",1804,24.75,28865,7909,27,27,"9","610"
901,"Roselle Fire Prop Limiting Rate (Vote For 1)","YES","",87,28.90,7604,1408,7,7,"0","10"
902,"Roselle Fire Prop Limiting Rate (Vote For 1)","NO","",214,71.10,7604,1408,7,7,"0","10"
903,"CUSD 201 Prop Bonds (Vote For 1)","YES","",1601,41.92,11372,4452,11,11,"0","35"
904,"CUSD 201 Prop Bonds (Vote For 1)","NO","",2218,58.08,11372,4452,11,11,"0","35"
